"Reviewer_ID","Total_reviews","Reviewer_ranking","Total_helpful_votes","Location","Recent_ratings"
"A15I37S78N1P4X","10","697,472","9 of 12","","5 3 4 5 4 4 5 5 5 5"
"A15I6M0PJ8H825","8","414,035","12 of 16","TeXaS","5 4 4 4 4 4 4 5"
"A15I6W5WXCMP8C","4","694,879","13 of 13","Chesterfield, VA, US","5 5 5 5"
"A15I8382ZMJYVI","10","843,014","19 of 31","","4 1 5 1 4 3 1 1 1 1"
"A15I9HFGT26B7F","10","927,816","15 of 28","Orlando, FL","5 5 3 2 5 2 1 5 5 5"
"A15IEVLM72IX9K","10","1,015,637","10 of 18","","5 4 4 4 4 4 3 5 1 4"
"A15IM496VV4YCV","10","72,391","59 of 64","St. Louis","5 5 5 5 5 5 5 5 5 5"
"A15IQT2JSDKUZ0","10","455,948","48 of 76","Richmond, CA, US","2 5 5 1 5 5 3 5 2 5"
"A15IWJLRCCM8OZ","2","5,038,998","3 of 7","","5 5"
"A15IYOTRA0R5SN","2","2,533,285","6 of 6","","5 5"
"A15IYV9UPT9ZY","1","2,958,565","16 of 16","","5"
"A15J0ZMWH6FT5E","1","9,158,619","","","4"
"A15J20GNDF1S0P","10","699,140","13 of 17","Planet Earth, This Solar System","5 5 5 5 5 5 5 5 4 5"
"A15JP4G64FDIND","10","62,988","62 of 84","","5 5 5 4 4 5 5 5 2 5"
"A15JQJECC9L635","23","97,309","203 of 279","Houston, TX","5 1 5 3 5 3 5 5 5 5"
"A15JRAHQW5WYED","1","8,683,123","1 of 1","","1"
"A15JS1YOR5COWQ","1","5,088,100","3 of 3","West Grove, PA United States","1"
"A15JTBE8T7ZHCG","10","213,176","40 of 49","United States","5 4 5 4 1 5 5 5 4 4"
"A15JWY4KIRU4CT","5","1,934,117","9 of 9","AuTX","4 5 5 5 5"
"A15JXFB153251S","1","8,405,918","2 of 3","ruther glen, VA, United States","5"
"A15JYGNTSTOX40","8","3,464,565","4 of 6","CA","5 5 5 5 5 5 1 5"
"A15K1DBKUD9QM6","10","1,610,849","","","5 5 5 5 5 5 5 5 5 5"
"A15KGFB422XXN5","1","15,346,391","4 of 19","","1"
"A15KL3WK17M603","6","1,919,638","4 of 5","","5 5 5 5 5 5"
"A15KRTNAS1YLKP","1","5,859,041","10 of 14","","1"
"A15KUMDV7FRW7D","10","1,247,612","4 of 6","San Antonio","4 5 5 5 5 3 4 4 4 5"
"A15L8JQFEMPA1Y","3","15,494,383","5 of 19","Geneva, IL USA","1 1 4"
"A15LAKGLN3F9J0","4","265,151","39 of 43","","5 5 5 5"
"A15LB3X8KY1DRZ","1","9,186,403","","","1"
"A15LOF7XLQCXNI","3","2,224,186","13 of 13","monroe,NY","5 5 5"
"A15LP6QH9UXJTA","10","361,830","85 of 133","Midlothian, VA United States","5 5 4 4 4 4 4 4 1 1"
"A15LWEV5DLPQ2U","2","4,971,717","2 of 3","","5 5"
"A15LX4DDL404XH","1","9,224,124","1 of 1","HAVERTOWN, PA, United States","3"
"A15M6LND0W7G3Q","3","2,803,547","2 of 2","","4 5 5"
"A15M6V32LX4D4N","2","9,356,287","6 of 14","","5 1"
"A15MC84B6Y8WBH","2","9,925,480","1 of 4","BOCA RATON, FL, US","3 4"
"A15MDRJEQP56BN","8","661,136","8 of 9","","5 5 4 5 5 5 4 1"
"A15ME9EN37HGU4","10","34,416","305 of 393","Berkeley, Ca USA","3 3 3 3 5 5 5 3 3 3"
"A15MG6G2XSPWFC","7","1,463,865","4 of 4","","5 1 1 5 5 1 5"
"A15MRH3WZ9YYPM","4","2,389,214","7 of 10","","1 5 5 5"
"A15MT46HI1FMLO","2","3,808,265","3 of 6","","1 1"
"A15N5D547HXVXL","68","20,780","2101 of 2233","Hamilton, VA USA","5 5 5 5 5 4 3 4 5 4"
"A15N5N96W95T7H","2","7,102,492","","","2 2"
"A15NBNSRXM0UMH","1","15,384,410","1 of 18","","2"
"A15NC1AHXS6L53","2","15,285,719","16 of 41","","5 3"
"A15NGV4HKJHAK7","10","76,580","35 of 39","","4 4 4 3 5 5 3 2 5 5"
"A15NQ6NRHIKNYM","10","498,264","9 of 19","Villa Park, IL USA","5 3 4 5 5 3 3 4 4 5"
"A15NWXRHS8LDPF","5","1,780,648","5 of 8","SUMMERVILLE, SC, US","4 1 1 5 1"
"A15NZVO5EEUNF0","1","15,436,195","5 of 26","Texas Dog Lover","1"
"A15O0934HG1FIH","2","2,986,721","7 of 8","","2 1"
"A15O0SLT9UXZEN","2","15,563,059","2 of 28","","2 2"
"A15O3ADLW71GXB","10","29,602","59 of 64","","3 3 5 5 5 5 5 4 5 5"
"A15O4TPR2BIMX2","1","4,119,784","2 of 2","","5"
"A15OCJ3YZQULJ5","3","3,057,701","5 of 6","","5 5 5"
"A15OKXTGDML5MJ","15","103,596","290 of 311","Albany, NY USA","3 4 4 3 3 4 5 4 5 3"
"A15OOMH7HEAGYS","2","4,788,538","1 of 1","","5 4"
"A15P0849E4NHIG","10","20,407","395 of 446","127.0.0.1","3 2 5 4 1 2 1 1 5 5"
"A15P6ESLTS0D2W","10","557,269","14 of 17","SPRING, TEXAS, US","5 5 5 5 4 5 5 4 5 5"
"A15P708LE0DTR0","5","3,342,112","4 of 5","LeClaire, IA USA","5 5 5 5 5 5 4 5 5 5"
"A15PC5SRKVX82X","51","20,153","212 of 277","Fort Bragg, CA United States","5 4 3 3 5 1 1 3 3 1"
"A15PF1KB9R8GAT","2","4,817,331","2 of 3","","5 5"
"A15PNMAWKYI8YL","4","3,061,227","1 of 2","","3 4 2 5"
"A15PSYRQ8I18BV","1","8,404,786","1 of 2","","5"
"A15Q5HHRFO3ZCR","10","15,563,237","11 of 26","","3 5 5 5 5 5 5 5 5 3"
"A15Q60MGX36WU8","10","160,533","19 of 20","Holiday, Florida","4 4 3 4 4 4 5 4 4 4"
"A15QHGR94G8OPM","6","627,830","25 of 30","Brooklyn","4 2 5 5 2 4"
"A15QOTBXPUE0N4","28","200,285","20 of 26","","5 2 5 5 5 5 5 5 4 5"
"A15QP3BXLFW6RX","3","2,723,308","3 of 3","","4 5 5"
"A15QQBWXX7LDEA","1","6,979,965","6 of 9","","1"
"A15QV0LKM6UXHB","3","8,371,430","2 of 6","","5 5 5"
"A15QVA3FCHPUHB","10","15,435,595","10 of 18","Pittsburgh Pennsylvania","5 5 2 4 4 4 3 5 5 4"
"A15QYHQH80W30L","10","11,435","739 of 1158","Global","3 1 5 5 2 3 2 5 5 5"
"A15R02528J91FD","4","2,281,600","7 of 8","","3 4 1 4"
"A15R2LV93RJVA6","1","9,092,778","","","3"
"A15R3E2VLOX8IL","5","2,458,169","9 of 13","","5 5 5 5 5"
"A15R55BCRBHASJ","19","455,187","49 of 69","East Mo Val, CA","5 1 1 1 1 1 4 5 1 5"
"A15R7822MCDF3A","3","3,302,070","1 of 2","","5 5 5"
"A15R82QVYUX1H3","8","1,042,118","7 of 10","","5 2 4 4 5 5 5 5"
"A15RL0QFYLOTXE","9","868,886","4 of 6","","3 5 2 5 5 5 1 5 5"
"A15RQM1EVPI2PD","1","9,341,843","1 of 2","","5"
"A15RW77GD0ACKP","9","585,143","8 of 16","Oklahoma USA","5 5 5 1 5 5 5 5 5"
"A15RXCBYTD2542","5","15,614,422","24 of 80","","1 5 4 5 4"
"A15RXNG3J0HD22","10","153,624","18 of 20","","5 5 5 5 5 5 5 5 5 5"
"A15RZ5BU475QK","10","198,120","359 of 464","St. Louis, MO United States","5 5 5 5 5 5 5 5 5 5"
"A15S6A295O0L5H","4","4,150,141","1 of 1","","2 5 3 4"
"A15S8982P5VCUO","10","570,530","28 of 32","Melbourne, FL USA","5 5 5 5 5 5 5 5 5 5"
"A15S8GVIHBEI7V","3","3,319,339","1 of 1","","5 3 3"
"A15S9X6D5NYUF5","1","3,715,896","16 of 16","","3"
"A15SE32UCYONRE","2","4,920,226","1 of 2","","5 5"
"A15T0W5PL4Y1HE","1","8,930,014","1 of 2","","4"
"A15T97BBMBQC9T","10","360,222","15 of 24","","1 5 5 5 5 1 5 5 5 1"
"A15T9G38F589KM","10","259","3245 of 3603","San Jose, CA USA","1 5 4 2 1 5 3 4 5 4"
"A15TCONEL78FR4","8","776,867","26 of 35","Boston, MA USA","3 2 4 3 3 1 2 3"
"A15TE64ODF2RMX","26","235,170","19 of 27","","5 5 5 5 5 4 5 5 5 4"
"A15TN4GCH7DBXR","10","9,012","301 of 317","CA","5 2 5 5 4 5 4 5 4 5"
"A15U38AWJ3JDN5","10","4,547","1920 of 2039","San Francisco, CA United States","5 5 5 5 4 4 5 3 5 5"
"A15U4Q4RA3UWZ5","1","8,361,786","1 of 1","","4"
"A15U64VGUV6RBF","10","2,329","1052 of 1221","Huntington Beach, CA, USA","5 5 5 5 5 5 5 5 5 5"
"A15U6NA5T8FYD8","1","11,317,992","","","4"
"A15U8Z3PYLJ5BB","9","1,019,919","8 of 14","San Antonio, Texas USA","5 1 5 5 5 5 5 5 5"
"A15UFK5J0464J1","8","4,623,438","6 of 11","","4 5 5 4 4 3 4 5"
"A15UM5MQ6JNEW6","16","9,718,943","7 of 21","Madisonville, KY","4 5 1 2 2 5 5 5 5 5"
"A15UP0Q03A8BAV","1","15,379,663","2 of 13","","1"
"A15UPZLHDF6RAL","3","1,851,423","2 of 2","","5 1 4"
"A15UTAPVIMLHBV","3","3,397,054","","","5 1 5"
"A15UZ7Z2DGCTTP","1","6,958,114","6 of 8","","2"
"A15V0N4ITKMPW0","10","1,666,078","4 of 5","","5 1 1 4 5 1 5 5 5 5"
"A15V5BKRCU9997","1","10,089,844","","","1"
"A15V620YHULLDO","1","10,371,389","","","5"
"A15V88R1768SRS","10","382,226","32 of 33","Maryland, USA","5 3 5 3 5 5 1 5 5 5"
"A15VBIXSA2DUGP","3","4,203,454","5 of 8","mesa, az","5 5 5"
"A15VBTNMNSLADZ","10","27,714","216 of 291","","1 4 1 4 5 4 3 5 5 4"
"A15VNRVR8YW1VK","10","83,711","73 of 98","El Paso, Tx, USA","5 1 5 4 4 5 5 3 1 4"
"A15VO6IHEXCKY4","10","261,297","67 of 74","Tempe, AZ USA","5 5 5 3 5 1 5 5 3 5"
"A15VQSESKPTJF5","10","15,507,843","17 of 30","Managua, Nicaragua","4 4 5 5 4 5 3 3 1 5"
"A15VUE5G0WQMYB","10","354,000","38 of 56","Sin Loco","3 5 5 2 5 5 2 1 5 1"
"A15VV5PQAHMZYM","4","3,050,667","3 of 5","","4 4 4 4"
"A15VW8ZRHWJGS4","1","9,129,616","1 of 2","","2"
"A15VZEW3ZY8Y07","8","699,200","6 of 7","Atlanta Ga/Highlands NC","5 5 5 5 5 5 5 5"
"A15W3L07E06HVF","10","117,592","46 of 53","","1 5 3 5 5 2 2 5 3 3"
"A15W8RZ1FFV7W1","7","2,381,494","5 of 7","","5 5 5 5 5 5 5"
"A15WDW3ANUW742","1","8,826,653","1 of 1","","5"
"A15WHKL8UB264W","53","15,657,958","102 of 290","SF East Bay","5 5 5 5 4 5 5 5 5 1"
"A15WY0AIOC3C60","2","11,709,626","","","5 1"
"A15XG7YBLWH2P9","2","9,491,770","8 of 10","USA","4 4"
"A15XIF9FFPKEDM","10","1,811,665","3 of 4","","5 5 3 5 5 5 5 5 5 5"
"A15XKS482AL9WG","1","5,307,286","5 of 5","","5"
"A15XNT79BMHKXN","10","75,787","391 of 569","New Jersey","4 2 3 3 5 5 1 2 1 5"
"A15XNVDYDTZP1X","3","1,404,020","12 of 18","texas","5 5 5"
"A15XO6NQSJFFWV","10","756,389","7 of 9","Utah","2 5 5 5 4 5 4 5 5 5"
"A15XPCE9YPT1CA","1","15,072,181","","","1"
"A15XR8AOQ7JAXP","2","5,987,674","1 of 2","","4 5"
"A15XRRQZJ67X15","7","2,272,521","25 of 34","California","3 2 1 1 5 1 5"
"A15XV1QZ0ABT00","2","8,061,308","","Belmont, MI United States","5 4"
"A15XXEOVEQB7CC","10","351,987","41 of 58","Chandler, AZ USA","4 5 4 5 5 2 5 5 5 3"
"A15XXLAJ9DY36Q","1","9,343,602","","","5"
"A15XXUJFNAREJA","2","2,458,943","5 of 7","","1 4"
"A15XY75HCSVQ6R","1","4,823,070","3 of 3","","4"
"A15YA666CECRNA","4","1,900,811","2 of 2","Jamaica","5 5 5 5"
"A15YLQJTEIKGTE","9","2,238,246","31 of 42","IA, USA","5 5 5 5 5 5 1 1 1"
"A15YOD5A3M06JG","2","3,844,164","11 of 17","","5 5"
"A15YPFCEH00K0R","4","562,211","17 of 18","","5 4 5 5"
"A15YV5O651Z4M8","5","15,204,562","10 of 18","","4 5 5 5 4"
"A15YWJ4OHDAAPS","4","185,848","92 of 102","","5 5 5 2"
"A15YWYKWF465BW","10","304,874","6 of 7","Plantation, FL USA","4 4 5 4 5 5 5 4 5 5"
"A15Z05P1ZD3NPS","2","8,387,042","2 of 3","LA, USA","1 5"
"A15Z5KES91P9G1","3","2,772,157","9 of 16","Mesa, AZ United States","4 1 3"
"A15Z7ZQLYCK44U","3","375,575","45 of 47","","5 5 5"
"A15ZC6A0TRR0QS","10","101,915","31 of 56","New York, N.Y.","5 5 5 5 5 3 5 1 3 5"
"A15ZCKB033IET8","3","2,487,997","12 of 18","","1 4 5"
"A15ZE0H4IRQWDM","3","5,421,453","2 of 4","","1 4 2"
"A15ZEX6Q7MAZFK","7","1,358,727","2 of 2","","5 5 5 5 5 5 4"
"A15ZHQ6GESKFZ","1","15,132,405","","","1"
"A15ZM3XM78HBTD","10","151,750","27 of 40","","5 5 5 5 5 4 5 2 4 5"
"A15ZPJW4OTCVID","1","6,194,098","2 of 2","","1"
"A15ZWZKUIPUUVH","10","32,900","118 of 127","","5 5 1 5 5 5 5 5 5 5"
"A15ZXVP1YYDFAK","3","2,037,015","7 of 10","","5 5 1"
"A1600F9C4O0DSS","4","15,528,957","7 of 19","TX","4 5 1 1"
"A1600SLREZKYJ3","1","11,576,456","","United States","5"
"A16036ZH7TVBJY","3","1,749,302","3 of 4","","1 2 1"
"A1607TWBHWFOQ7","7","1,111,425","5 of 5","","1 5 4 4 4 4 5"
"A16088IF1FCD08","6","4,775,414","28 of 51","","3 4 5 5 5 1"
"A160Q50Q9CC2MQ","7","3,926,064","","","5 5 5 5 5 5 2"
"A160QITK66U5BB","3","2,261,195","8 of 9","Memphis TN USA","5 5 5"
"A160SR6JPVQMD3","1","10,528,455","","","4"
"A16115MTZUZZJD","6","15,635,201","10 of 42","carbondale,il","1 1 1 4 3 4"
"A1615UGGXFTHRI","2","2,474,458","7 of 7","SARATOGA SPRINGS, NY, US","4 4"
"A161F0TO9TX5GL","1","8,679,176","1 of 1","","5"
"A161F49CTQV9S2","10","75,956","138 of 150","Chicago, Il. United States","4 3 4 4 3 2 4 4 4 4"
"A161JFTAU60950","2","3,129,126","3 of 3","","5 5"
"A161LVU4FAZIJM","19","22,659","279 of 302","Maine, USA","2 5 3 4 5 5 5 5 5 5"
"A161PQ4BJ4WRB2","1","15,281,063","2 of 10","","1"
"A161WE8WD5YKJM","12","710,359","12 of 13","New Haven, IN, US","5 4 4 5 5 5 5 1 5 5"
"A1621KDFE06CH4","10","39,545","96 of 121","North Highlands, CA","5 5 5 2 5 3 4 1 4 5"
"A16228TF2JGTB0","18","67,945","64 of 70","CA","5 3 5 5 5 5 5 4 5 5"
"A16252PK1RXSYQ","7","2,115,785","50 of 90","","5 5 5 5 4 1 1"
"A1628C5GG3XU8B","10","1,278,250","5 of 10","Seattle","4 3 1 3 1 3 5 3 5 5"
"A162HOLGKMI8P2","1","6,402,974","3 of 3","","5"
"A162QJV6GICPFW","10","277,852","50 of 61","NJ, USA","5 1 5 5 5 4 2 5 4 1"
"A162VNVBBK1QWW","10","445,455","24 of 33","North carolina","5 1 5 3 4 5 5 5 4 2"
"A162Z1X334MWLS","1","8,612,894","","","1"
"A162ZG59SCABUU","1","10,035,528","","","1"
"A1631CIXC9JS4Y","1","10,094,804","3 of 7","","2"
"A1632UJ0KWZDIN","3","6,245,240","2 of 3","","4 2 4"
"A1636L9WAKK2D6","10","20,518","157 of 187","Pensacola, FL USA","5 5 3 4 5 5 4 5 5 5"
"A163JB9HNK57EK","1","15,165,408","2 of 8","","1"
"A163ME49Y3IHCH","4","505,569","25 of 29","","5 5 3 1"
"A163SJAIXRPUAH","1","6,597,762","4 of 4","","5"
"A164BTUPIR5XTA","8","934,051","7 of 8","Minneapolis, MN","1 5 4 4 5 5 4 4"
"A164D8QST50H18","10","181,574","23 of 28","","5 5 5 5 5 5 4 5 5 4"
"A164KRGZXVBFUZ","1","8,881,391","4 of 4","Edinburg, TX","5"
"A164L0HQ7WA936","4","3,240,902","3 of 3","","4 5 4 4"
"A164XBEGG69DTQ","1","10,762,545","1 of 3","","3"
"A1653BCN00Y69N","1","2,935,928","9 of 11","","2"
"A165543SGDQ4H6","8","493,896","22 of 28","san francisco","5 5 5 5 5 5 4 4"
"A165CE4SB0LB98","1","15,205,821","1 of 7","","1"
"A165JVP4MODJWU","10","788,690","35 of 62","New York, NY","5 5 5 4 5 5 4 4 4 5"
"A165MHYLPOW1BA","10","676,405","4 of 4","SAINT LOUIS, MO, US","5 5 5 5 5 5 4 5 4 5"
"A165NTLRAWV73J","2","15,026,381","","","4 2"
"A165SDH11RSHYH","10","21,234","330 of 385","Cleveland, Ohio","5 5 2 5 3 5 3 2 5 5"
"A165TDXO13SC9S","3","4,443,143","24 of 30","FL","4 1 2"
"A165TZJKH7Q85F","9","1,448,432","8 of 13","Texas, USA","1 2 5 5 5 5 1 5 3"
"A1664XQUD6RJB4","1","6,312,984","4 of 4","","5"
"A1667R4FZX5V65","8","3,276,894","23 of 28","","5 5 5 3 4 5 5 5"
"A166M7HT5G5YGR","1","10,087,544","1 of 3","","5"
"A166MNEM9CLBN3","1","5,001,837","5 of 6","","5"
"A166VG33ODMO8N","1","8,433,721","","","4"
"A166ZEAUD9303A","10","52,153","60 of 79","Silverdale, WA USA","1 3 5 5 4 5 2 5 5 5"
"A16710YEND3NR0","1","8,082,921","3 of 3","auburn, wa, usa","5"
"A1672LXQ5774I8","1","5,797,136","4 of 4","","5"
"A16752CNF5LADA","10","268,803","20 of 21","","5 5 5 2 5 4 3 5 5 5"
"A167FR8NWNLGHJ","1","9,952,338","","","4"
"A167PSMPZJI3UJ","2","6,652,567","7 of 15","","1 2"
"A167RNZRM1H5J7","2","10,085,535","","","1 5"
"A167WKAKXUO77E","5","850,599","12 of 12","","5 5 5 5 5"
"A16823B4ZUMKVB","2","4,427,683","3 of 4","","5 1"
"A168ANO6TSR29N","10","224,670","16 of 20","","5 5 3 5 5 4 4 5 4 5"
"A168EVO7WX0A1T","1","6,408,000","4 of 4","Qatar","4"
"A168JQTG0N3EV0","3","8,582,851","1 of 4","","5 5 5"
"A168MRZ9P5SNA1","10","68,459","60 of 67","","5 5 5 5 5 5 4 5 4 5"
"A168P1WPTPXP27","2","9,409,644","1 of 3","Bolingbrook, IL, US","5 5"
"A168R6A6H6BQ19","1","8,357,914","","","5"
"A168R7QOMGD6NO","15","629,755","27 of 32","Round Rock, TX","5 4 5 1 2 5 5 4 5 5"
"A168X3987Z9YMP","9","943,262","32 of 50","Palo Alto, CA","1 1 5 5 1 1 3 5 5"
"A1690231MY1HCP","2","4,578,339","3 of 5","","5 5"
"A1693SZPDF2E92","6","4,427,707","4 of 7","","5 5 5 2 3 2"
"A1694GD0WNU3W9","2","4,844,063","2 of 3","","5 4"
"A169B9KRXNHXHS","4","15,373,322","","","4 4 4 1"
"A169EAERWV3B66","6","933,823","3 of 3","","4 5 5 4 5 4"
"A169H31YJK00O1","1","10,247,905","","","5"
"A169NQBSEVASF2","1","9,278,155","","","1"
"A169SWTUA8JKH0","32","29,472","144 of 162","Arlington, VA United States","1 2 4 4 4 1 5 1 2 3"
"A169X6GL5I174M","10","518,657","21 of 31","St. Louis, MO","4 5 5 1 5 2 3 5 3 2"
"A169XBC7RDPRY8","10","56,534","54 of 58","Fort Lauderdale, FL USA","3 5 5 5 5 5 5 1 2 5"
"A169ZULUXV6MSB","4","7,171,028","3 of 3","Bay Area, CA","5 4 5 5"
"A16A046YLWVYPW","10","307,191","29 of 40","","5 5 5 5 5 1 1 2 2 2"
"A16A3R9463UT9Y","10","9,445","267 of 287","","5 3 5 5 5 4 2 4 5 5"
"A16A6YGTECORI1","4","4,640,761","1 of 3","","3 5 1 4"
"A16A7X36W5BSO1","5","1,371,285","4 of 4","Carlisle, Pa","2 3 5 2 5"
"A16A9EAUXT946Y","10","64,158","50 of 63","In the boonies","4 2 4 5 5 5 4 1 1 4"
"A16AJ06WP0DVUJ","2","5,105,063","","","5 5"
"A16APDVRZ2LJM7","3","3,540,676","5 of 8","GA, USA","4 4 5"
"A16APFDXBDF5LC","1","10,762,697","5 of 5","Houston, TX","5"
"A16ARGZJAFOC8Q","1","8,172,588","2 of 3","","5"
"A16ASJBDYR7VFY","17","354,483","10 of 11","","5 5 5 5 3 5 5 5 5 5"
"A16AU0655V29WX","7","959,846","4 of 6","","2 5 5 5 5 5 5"
"A16AVTKJVU58SU","5","757,081","22 of 24","Vacherie, LA","4 5 4 2 3"
"A16AWY080WMZXB","1","6,951,477","4 of 6","","1"
"A16B07B700TNXD","1","4,986,601","7 of 11","","2"
"A16B9RUDU6XX7K","10","1,636,517","5 of 9","Kansas","5 5 5 5 5 5 5 5 3 4"
"A16BBCBI4WLIZQ","4","15,154,268","2 of 8","Omaha, NE United States","1 3 5 5"
"A16BRCYB7QGOTS","4","1,729,958","3 of 4","","5 5 3 4"
"A16BUIT6GIICW0","2","5,369,410","3 of 5","","5 5"
"A16BWQDDOVC9L2","1","8,988,253","","","5"
"A16C0V0MTWLBXI","10","15,252,720","5 of 12","","5 5 5 5 4 5 2 5 5 5"
"A16C562QSZA3IV","9","1,167,845","6 of 10","Springfield Oregon","5 5 5 5 3 5 4 5 5"
"A16C6HMYU1SPOC","1","8,043,540","1 of 1","","2"
"A16CIPEKXOKQNR","2","3,293,498","2 of 2","","4 3"
"A16COHYSKO6VSL","1","8,846,154","","","1"
"A16CQJW6QLNIOI","2","7,455,356","","","4 3"
"A16CSQ51I9EUPM","1","9,789,271","3 of 4","","5"
"A16CSQ6VSFAB64","2","7,992,411","","","5 5"
"A16CXRUCHN9BQ3","1","15,255,717","3 of 14","","2"
"A16D0MEY6SI9MR","2","7,818,997","1 of 2","","5 5"
"A16DBGKVHTGUMI","4","4,774,828","1 of 2","WARNER ROBINS, GA, US","5 1 5 5"
"A16DCMCS3OCF99","4","3,021,671","2 of 2","New Bedford, MA United States","5 5 5 5"
"A16DE5L0CF5EFI","7","843,300","9 of 14","","5 5 5 5 5 5 3"
"A16DJ2GO1KAUAG","2","7,501,444","6 of 6","STATEN ISLAND, NY USA","5 5"
"A16E27O6R9NAF7","2","3,734,489","3 of 6","Fairfax, VA United States","5 5"
"A16E2PH5UNM9YR","2","4,791,964","9 of 10","","1 5"
"A16E63P1LP4NAB","10","487,871","16 of 20","","4 4 1 1 5 5 5 1 5 3"
"A16E9H3NMKDVPJ","10","300,177","13 of 17","","5 4 5 5 4 5 4 3 5 2"
"A16E9HX7XAO8ZE","5","1,036,320","8 of 8","Naselle, Wa","3 5 4 5 5"
"A16EE2UA751431","11","36,288","125 of 144","","5 4 4 5 5 5 3 3 4 5"
"A16EGM8X4EU1BV","10","286,638","46 of 61","Chicago, IL, USA","5 5 2 1 5 5 5 1 5 5"
"A16ES5829HJQZC","5","1,312,460","10 of 13","Boston, Ma","1 5 4 5 1"
"A16F2JVSSGT6NQ","6","2,027,999","1 of 1","","5 5 4 5 5 5"
"A16F5YCSWLKX1H","2","8,469,080","2 of 2","","5 5"
"A16F7QVH9HEWWJ","1","15,116,296","2 of 7","","1"
"A16FBRRP0TBEDP","2","7,202,332","1 of 2","","5 5"
"A16FEUDSQ8KHKO","1","15,188,762","2 of 10","LA, CA","2"
"A16FI95AOMV58F","10","15,591,867","5 of 15","McCook, NE","1 3 4 5 4 5 4 5 4 4"
"A16FM1NGJGNW6Z","3","2,410,931","4 of 5","","5 5 5"
"A16FPBM7N10EYE","4","7,626,356","","","5 4 4 4"
"A16FQ5WJSSY464","3","44,707","537 of 549","Rochester, NY","4 4 4"
"A16FWBWAO7D95D","1","9,285,061","1 of 2","","4"
"A16G7NIU4MIAJB","7","479,013","30 of 31","Joshua Tree, CA USA","5 5 5 5 5 5 5"
"A16G8LLLHG0SNI","4","3,750,331","7 of 12","","5 5 1 4"
"A16G95Z1A4KN4W","10","15,643,791","30 of 76","","3 2 1 3 1 2 4 3 1 2"
"A16GD0PEK9X08W","8","1,346,135","5 of 6","","5 5 5 4 5 4 4 5"
"A16GL5Y3FTR175","8","2,361,295","8 of 14","Dania,, Florida, US","5 5 5 5 5 5 5 4"
"A16GQEDOOOWOQ9","42","68,477","73 of 102","USA","4 3 3 5 4 3 5 3 5 4"
"A16GV7UGEL3VUO","9","312,384","17 of 21","WILLOW SPRING, NORTH CAROLINA, US","2 1 5 2 4 1 5 5 5"
"A16GWMW2GI8XUJ","49","107,424","72 of 101","Minnesota","5 3 4 5 5 3 1 5 5 1"
"A16GYITSPE0NIU","6","10,258,662","3 of 6","","5 5 5 5 5 5"
"A16H2X7J79NRL8","10","142,742","19 of 21","San Diego, CA United States","4 4 4 4 5 5 5 1 3 5"
"A16H9QRDPXS9SH","2","15,334,920","28 of 68","","1 1"
"A16HBSOSNDDOYY","6","2,105,183","1 of 1","","4 5 5 5 5 4 2 1 4 2"
"A16HBWD4NDGWKC","8","1,004,972","17 of 25","Seattle, WA","5 2 4 2 3 5 3 4"
"A16HROGSRI8P23","1","11,317,855","","","4"
"A16HRQKTSGH9U7","1","7,799,484","3 of 4","","4"
"A16HRWHUFOW8K3","3","2,276,516","5 of 5","","2 4 4"
"A16HTFZ73VBIV0","1","9,620,691","2 of 3","","5"
"A16HY8LH6UEUAE","10","241,693","307 of 424","Alexandria, VA United States","5 5 5 5 1 5 5 1 5 5"
"A16I3Z181SYF55","3","2,252,238","3 of 4","","5 5 5"
"A16I74ZNBMOBRV","6","1,964,184","21 of 23","Lowville, NY USA","4 5 5 2 3 4"
"A16I7NEF1JFDO2","10","282,203","16 of 21","San Bernardino Ca","3 5 5 5 5 5 5 5 5 5"
"A16I9MR3OZROGY","10","85,288","119 of 135","","5 5 5 5 5 5 5 5 5 5"
"A16IHBRC8I9V7V","3","6,017,293","14 of 25","","4 1 5"
"A16ILNZG0CSCJI","3","4,641,470","2 of 3","San Francisco, CA","5 4 4"
"A16IM9MYTHCKYQ","10","918","2450 of 2601","Atlanta, GA USA","5 5 3 5 4 5 5 5 3 2"
"A16IQA5IMFM7XH","10","70,630","52 of 62","Florida","4 4 5 5 4 4 3 2 5 5"
"A16IR3CY57AADP","10","435,678","12 of 17","Anchorage, Alaska","5 5 4 5 4 5 5 5 5 5"
"A16IRKJ373DP1C","17","136,260","77 of 88","Orange County, CA","5 5 5 5 5 5 5 2 3 3"
"A16ISGHN03PS6W","10","247,855","26 of 36","","3 5 5 2 3 5 5 5 2 5"
"A16IXBRL35K6FA","12","842,902","9 of 14","","5 5 5 5 3 5 5 5 4 3"
"A16IYOLIFDYL4S","3","4,605,741","","","5 4 4"
"A16J9ZD4FOYBWD","5","123,738","106 of 136","","4 5 5 5 5"
"A16JDCEB3ZINHQ","8","2,689,062","51 of 63","Auburn, New York USA","5 1 3 2 2 5 5 5 4 2"
"A16JE4KZ0MGTS7","2","1,958,606","14 of 14","","5 4"
"A16JJJ3UDW3R06","1","15,074,151","","","2"
"A16JT7E5121OAB","42","23,078","142 of 176","Arizona","4 2 4 4 4 4 3 4 4 4"
"A16JYSVZZQNHHZ","8","2,533,442","2 of 4","","5 2 4 4 4 3 5 3"
